ID,review,label
2703,Mubarak,Positive
2704, In directors ne in ke talent ko nikharne mien aeham role adaa kiya,Positive
2705, Jis ke ineqad ke leye kai mumalik khuwahishmand the,Positive
2706,ALLAH PAK karoor ha rahmtain nazal fermay,Positive
2707,Good news,Positive
2708,pakistan dunya ka wahid mulk hai jis main log zardari aur bilawal jese logun ko leader manty hain,Negative
2709,Tunis Mein Baray Dehshatgard Hamlay Ka Khadsha Bartanvi Hokumat Nay Tunis Ka Liye Travel Warrning Jarri Kar Di ,Negative
2710,I Love your Lahore Qalandrs Very good,Positive
2711,Acha ..ye km shuro kr dia ab ,Positive
2712,me idhr b aisi hun apko islamabad ka shak pra rehta🤣,Positive
2713, Unho ne forum Maripur ke control tower ko 11:29:29 par peygham diyake mujhe kidnap kiya ja raha hai,Negative
2714,Wo duniya squash mein junior satah ke kai muqabalon ke title apne naam kar chuke hain,Positive
2715,Waqai me bhari khabees ho,Negative
2716,1971 mein New Zealand ke daura mein unhon ne Pakistan ki numaen dagi ki 1972 mein unhon ne Western England open jeeti aur issi saal professional serkit mein agae,Positive
2717," In ki salahiyaton ko dekhte hue inhe Sir Dawn Bradman, Jawed Miandad, Sir Lan Hatton, Sir Garry Sobers, Sunil, Berry Richards aur Sachin Tendulkar jaise mayanaz batsman ki suff mein shamil kiya jata hai",Positive
2718,"Sath, tu bhe hutiyaa",Negative
2719,hahahahaha chaaa gaiii hahahahaha,Positive
2720,Boht payara biyan,Positive
2721,Mery hair style k sth b yhi sb hua koi aya e ni ghr :D or phly e khul gya sara,Positive
2722,"Wo aise aadmi hain ke inho ne kabhi apni sabqa biwi ( Jamaima ) ko bura bhala nahi kaha, bal ke in ke sath bahmi aihteraam ka talluq barqarar rakha hai.",Positive
2723,double standards imran shb ap bhi drama apki party bhi elites or lootu sy bhry hui or sry hi hy elites chy ju bhi hu nawaz zardari sb hi international or national establishments or powers lty hy jsy chy power my ju bhi hu or is mulk my bhi adhy sy zada elites hy,Negative
2724,Abs to khtm hogye par isse b prove hogya na that I'm marad ab bete aap prove kro,Negative
2725,Chor family chor h,Negative
2726,Ghazal gaaeki ko aik naya andaaz bakhshne wali Iqbal Bano ki raseeli awaar 21 April 2009 ko Lahore mein khamosh ho gai  tahum in ki sadabahar ghazlein aur geet shaiyqeen ke dilon mein inhe zinda rakhengi,Negative
2727,Koi hall ni tera,Negative
2728,Masha ALLAH jb bolty hyn to phool jharty hon jese Masha ALLAH dor e hazir k wali hyn...ALLAH khush rkhy or humy in k zarye ese hi Qur'an ki taleem milti rahy Ameen...Jazakumullahoo kheran...,Positive
2729,"mjhe yeh bilkul achi lagi, aisi hi mili hai jesi is picture mein dikhai gai hai.. iski stitching kafi achi hui hai aur embroidery b achi lgti hai iske bottom pe. size b bilkul sahi aya hai aur mjhe is se koi issues nahi hain na kapre ki quality se na hi embroidery aur size se.. main bilkul mutmaeen hoon",Negative
2730,Meera ko jab Captain Naveed ki family ne lift na karai to un ke ghar ke nazdik train station ke waiting room mein ja kar beth gai,Negative
2731,hamara chanda kuch sunta hi nhi,Negative
2732,Hazrat g ki har bt sach,Positive
2733,Tapal dane dar ?? ,Negative
2734," Kuch halqon mein in ke barey mein paae jane wale tassub, nafrat aur hassad ne in ke siyasi qad, shairana maqam aur ilmi rutbey ke hawale se dewarein khari kar den, wagarna aaj shayad wo shiddat pasandon ke khilaaf aitedaal pasand mazhabi quwwaton ke fikri rehnuma hote aur liberal powers ke liye aik ideal mazhabi rehnuma… magar taqdeer ke faisley alag he hote hain",Negative
2735,awaz achi h pr video kya bnai h bhai,Negative
2736,haha.. phr ayse hi thodi itna handsome hy tu :p,Positive
2737,masla yh hai kay larkiya nachata hai ,Negative
2738," Mulki satah par unhon nay “Qarz utaro, mulk sanwaro” ki iskeem kay tayhat awam say paisay lay kar mulki qarzay utarnay ki mohim shuru ki jo agarchay kamyabi say hamkinar na hosaki lakin awami yaqjehti ka aik mazhar ban kar samnay aye",Negative
2739,Ya kesa promo code ha terms and conditions ma to likha ha across Pakistan valid ha or Peshawar ma kam nai kr raha shame on you #CAREEM,Negative
2740,doston ki bharpoor farmaish pe aik baar phr se arz kia hai :3,Positive
2741,Haan na ho gya ha opposite fsc mai itna parhti thi ma ,Negative
2742, Tahum FIFA ne in sheharon ki tadad ko 10 se 8 tak mehdod karne ka mashwarah diya jis ke jawab mein Brazilian Football Confedrationke us waqat ke Saddar Ricardo  Teixeira ne muqabalon ke leye sheharon ki tadad 12 mutaiyan kar di,Positive
2743,sony waly pagal hu chuky hy. ..baqi ap lud samjdar ho..,Negative
2744,Likhne likhane se Hameed Nizami ko shuru se hi dilchaspi thi,Positive
2745,Bilal sahab ko hoo BC,Negative
2746,"Ilaj se us ki jan to bach gai lekin wo hameshah ke leye nabena aur behri ho gai us par mustazad ye ke jo alfaz wo bol sakti thi, wo bhi bhol gai.",Negative
2747,mn khudhh aungi specially,Positive
2748,Agar dosron ko yeh koshish pasand aai ho gi to aaiynda bhi apna shauq pora karonga,Positive
2749,Kiaa pata behna shareef ho,Positive
2750,YA ALLAH tera Shukar hai tune jo mujhe Aata kiya hai Main GUNNAGHAR ho per teri zaat Nirali Hai Hum sab per or humare jitne Saffed posh bhai behan hai in per apna Karam Farma AMEEN,Positive
2751,"""Allah Kare zore sukhan or bhi zyada"".",Positive
2752,jis ne sood lia aur dia wo allah k sath jang kary ga,Negative
2753,Main neeva mera murshad uchaa,Positive
2754,Mulah Omar Ki Mout Ki Afwahon Ki Tehqiqat Kar Rahay Hain Daftar e Kharja ,Negative
2755,Ye to garbar thi.,Negative
2756,dikhaty kuch hain or bhejty kuch or,Negative
2757,sahb. agr ap bhi Khursheed shah ki comittee k zariy regular hooy hoty to????? ap apni promotion ure ziada noto/peso ki khatir doosro ka rozgar hee khatm krna chahty hain wah kia bat hai. Allah ny ap ka jo rizq lia hai wohi apko mily ga. doosro ka bura mt sochin. pppp k dore main woh log bhe regular hooy jo Mushraf dore main khalistan mert pai ay ty. jo kisi ka bura sochta hai woh haqeeqt main apna bura sochta hai. Allah ap ko hadait day (Ameeen),Negative
2758,Baji sharam kro kuuj over acting ki dukan,Negative
2759,Hahaha tu murs h to aja kl k match p zalmi meri,Positive
2760,chor tujhe unki nazar mn girana nhi chahti 😉,Positive
2761,Laanat es khanzeer pr,Negative
2762,Tahum Brazil kyun ke Football ke dewanon ka mulk hai lehaza isjazbe ko samne rakhte howae Brazilian Football Assosiation ne stadiums ki tameer ke leye din raat aik kar deye,Positive
2763,Is pagal ko kon farg kary ga,Negative
2764,love it,Positive
2765,this video was awesome. but vote to Imran Khan ko hi dunga.,Positive
2766,"Mainay abhee tak isay pani may rakhnay ka tajarba nahee kia lakin mai iski quality say bilkul mutmain hun, meri bike ko yay achi tarhan puri cover kar dayta hai baghair kisi issue k aur kahee say phatnay k asraaat bhee nazar nahee aray ,meray khayal may qeemat bhee iski sahee hai aur quality bhee ,mitti bhee agar par jay ispay to wo araam say jhar jati hai ,cheez kaafi kaaam kee hai yay meray khayal may sahee qeemat may bhee.
",Positive
2767,Helen Keller zati tor par dosron ko himat delati aur un ke dilon mein zindah rehne ki lagan barhati.,Positive
2768,Yarrrrrr  to kia cheez he bhai.... Super se uper ki chezzz... (y),Positive
2769,Hamare leader ghleez insan hen jinhon ne afiya sidiqui ko kanjer qaum k hawaley kiya wo pakistani leader apney baap ki najaiz aulad ho ga lanat he aisey leader per thooooo,Negative
2770, Yeh baat qabile zikar hai kay iss dauran unpar Pakistani adalton mein koi ilzam sabit na ho saka,Positive
2771,tm mjhse pyaar nh krtiii,Positive
2772,No there is a strong squad . Those player's are playing better than umar akml . The Team.is Good. We want best opeming score or partnership today .,Positive
2773,Ye saly urdu poaint waly Pakistanio ki bezti krty rehty hain,Negative
2774,Quran me hum insanon k Liy ahkamat hn or hmari ghaflat ki intehaa k kbi tarjuma nhi parhty k akhir Allah NY hum se kya farmaya .,Negative
2775,Beshak,Positive
2776,Sorry but meri taraf sey seat occupied hai ,Negative
2777,Yeh sb in ki milibhagat say hua. hamaray sath nainsafi hui hai to in logon ki waja say hui hai jinhon nay dharna cancel kia aur jhoot bola kam ho gia hai.LDC UDC,Negative
2778,It's wrong post taqdeer likhney wala Allah hy orAllah ek maa se 70 gunah ziyada piyaar kerta hy apney bandon se dukh or takleef azmaishyn hyn duniya ki,Negative
2779,In ke gaeyki mein zam ho jate hain aur hum RAB ke huzoor us nazrane ke hissa ban jate hain  wo gaeyki mein RAB se guftugo karte hain aur humen bhi apne RAB se hum kalam kar dete hain  ,Positive
2780,Sooba e Sindh ko Bombay se alehda karne ki tehreek mein wo bhi pesh pesh rahe,Positive
2781,Kyun ke meri shadi aik bohat he sadah se insaan se hui hai.,Positive
2782,Amaya mien in ki jorhi ki performance se mehfooz hue,Positive
2783,Bc oper comment dekh.. real brave... yaar ki bakwas ay... bc border pe match hotay hain... sala brave ka.,Negative
2784,Just Awesome Yeh drama lagty he sub ghar Waly alert hojatyy ,Positive
2785,Wooh tumhary bhabi haaai #Talha Aisa naai bolty :P :D Btw EPIC (Y) (Y) Great Work (Y),Positive
2786,Bohot mudto bad asi awaz suniii hai,Positive
2787,pata hai isliye keh raha hn band kar de sab ko,Negative
2788,Hehehe meri billi mjhy he miyaun..😂😂😂😁😁,Negative
2789,"Aarzae qalb ke sath sath inhe cancer, diabetes aur lungs ke amraaz bhi lahaq hain",Negative
2790,Yeh film bhi maqboliyat ke kae record qaiym kar gai aur Sylvester Stallone Hollywood ke sab se maqbool action hero ban gae,Positive
2791,Kayi tournament ke final mein Hashim ke haton shikst khane ke baad Roshan Khan ne akhir kar 1957 ke British open final mein Hashim Khan ko zair ker hi deya,Positive
2792,Ab jab ek naya banda parha likha kuch acha karna chah raha ha ke wahi puraani parties ko support karo jinhon ne kuch nahe kia.,Negative
2793,Aap ne art ki classes ki farogh mein aham kirdar ada kiya.,Positive
2794,13 Hamlawar Halak ,Positive
2795,ye hoti hai kamyabi 😂,Positive
2796,maza ah gya,Negative
2797,fav kaam hai hummara yaar.,Positive
2798, Insaniyat thi shukar ha fire nahi kiya...,Positive
2799,Bhoot time bad maza agya ,Positive
2800,Ya ha jahalat,Negative
2801,bht acha genertator hy dekhny my bht khoobsorat lgta hy price bi bht munasib hy sath battrey bi hy lekin awaaz aam baqi generator ki trah hy normal,Positive
2802, 1990 mein hukomat e Punjab ne aap ki khidmat ke aiteraaf mein “ tehreek e Pakistan ” ka gold medal diya,Positive
2803,Well done hahaha,Negative
2804,Ibtidai Tehqiqat Kay Mutabiq Wazir e Azam Kay Qaflay Pr Hamla Nahi Hua Gari Overtake Karnay Se Ghalat Fehmi Hui ,Negative
2805,Traffic Rawaan Dawaan Hai Makami Zarai ,Positive
2806,brtanya k ak rukn esembly ny clear likha hy k unhy continevesly reped in preson matlb unhy mutawatr ya aziat brdast krny parh rhi hy .,Negative
2807,boht tarsawa hai bechara,Negative
2808,"Apne sab se yaadgar interview ke barey mein inho ne bataya, mujhe badam zari bohat achi lagi, yeh wo pehli khatoon hai ke jis ne wafaq ke zair e intezam qabaili ilaqey ( Fata ) se pehli bar azaad hesiyat mein election larha.",Positive
2809,Dr. Afia ki bad dua he jo mian sb darbader ho rha he,Negative
2810,bechari queen ky problems,Negative
2811,Dj cuteee ha,Positive
2812,Pakistan mein Nusrat Fateh Ali Khan ka pehla tarruf apne khandan ki riwayati rang mein gaai hui in ki ibtedai qawaliyon se hua,Positive
2813, Mujhe kamil yaqeen hai ke wo Islam aur Hindustan ke liye aik qeemti sarmaya sabit honge,Positive
2814,Aaj Raat Se 22 September Tak Sindh Punjab Samait Mulk Bhar Ka Beshtar Elaqon Me Barish Ka Imkan Mehkma e Mousmiyat,Positive
2815,Rukhsana Bibi yar zoya mujy pagal kr dyti hy us k feet uffff so yummy,Negative
2816,"Mre jse suhki hai
Bqi e se achii guzrii eid",Positive
2817,Khubsurat andaz qaid e mohtrim <3,Positive
2818,Hazrat jee merey bachun waif aur merey liey dua ker dein aur mera karobaar four saal se band hai dua ker dein haji sabie,Negative
2819,khd hogi tu Nalaik,Negative
2820,Hahaha meri story..,Positive
2821,Waise Kinza tu ajeeb he hai ... Dialogue tk bolna nhi aata is parchi ko...,Negative
2822, Kisi mamle mein transparanci nahi thi,Negative
2823,Bus beta bus kal tara naseeb acha tha ka saqlain haydrabad tha warna tari khair nhi thi kal,Positive
2824,Lant ho indins per Jo xulam kr rahy Hain Kashmir m,Negative
2825,Hn ji ap tu hum sa bi 2 hath agy ho ,Negative
2826,bichary ko 2 chaperein paren,Negative
2827,Is larki n 25 lakh mangy the program band karny k unhi n nh diy to y program chalaya gaya h,Negative
2828,Haa agreed Yarr .. Wese arsl NY bohat Axha kiya kinza k sath..,Positive
2829,ALLAH PAK hmain b in jesa bn k deen ki khidmat krny ki tofeeq ata frmary or istiqamat ata frmaey or qibla ko tandrusti wali lambi umar ata frmaey,Positive
2830,Phir Tera Ghuroor Tootay Ga ,Negative
2831,Nashaayyyyy huay hain aunty ko ,Negative
2832,Pheli dafa mera naam gaya tha.,Positive
2833,Meri dua hai ke hamari films pehle ki tarha nazreen ke dilon mein apna maqam bana len,Positive
2834,Sary haqooq hony cahaye,Positive
2835,19 December 1974 ko Australia ki riyasat Tasmania ke area Launceston mein aankh kholne wale Ricky Thomas Ponting ko apni salahiyaton ka loha manwane ke liye ziyada intezar nahi karna parha,Positive
2836,Salam aj Mubarak raat hai mery liye khash dua krna mery murshad pak,Positive
2837,Kamal... ,Positive
2838,Malir Me PPP Ki Rally Jayalon Ki Badi Tadad Me Shirkat Lasbela Se PMLN Ki Rally Rawan Dawan Nagmo Per Raqs ,Negative
2839,Bus bivi ki taan kharacho se shoru hoti hai aur kahrchon per aakrr khatam hoti hai. Kia shadi sied kharchay poore krne ka naam hai. Bakwas baat,Negative
2840,Phr kawarii he mrnaa,Negative
2841,Ghairo Ka Kiya Apno Ka B Sahara Na Hoga ,Negative
2842,Saiqeen ye samajh rahe thea ke final bahat sakht aur sansani khaeez hoga keyon ke do aala paye ke khelari (players) aik doosre ke madd e moqabil thay dono aik aik mertaba British open jeet chuke thay aur aik bahot hi kante dar final ke tawaqqa thi,Positive
2843,ye kiya baat hoe itna intazaar krwaya hai aur ab nahi,Negative
2844,Allha pak hmari mgfrat frmay or hmary rozy apni bargahy ilahi m qabool frmay,Positive
2845, Tareekh mein pheli bar “PCO” ka hokum nama ghair aaini qarar de diya gaya ke Chief Justice aur un ke rufaqa ne khamoshi se retire hone ke bajaye medan e jung mein dad e shujaat dene ka fasala kar leya tha,Positive
2846,Kahen sir badly na len kl ,Negative
2847,Jab dono khameeyab Haan tou Bari kushe ki bat ha jasy men khmeeyab mard,Positive
2848,bus tumari kia he bat ha,Positive
2849,Allah humy ghar ata kry ameen,Positive
2850,Beshaq haq baat hai,Positive
2851,Haha.. Xhl ab tu Jan dy g betaa,Negative
2852,ALLAH is ko gharaq kary Ameeeeeen,Negative
2853,Sjdo me bhi wo hi pda he jis k dil me khuda ka Dr he .,Positive
2854,Academy of Urdu Literature ( Canada ) ne bhi unhe 1991 mein award diya,Positive
2855,“Phere” mein uhnon ne kai gane gaye lekin Munawar Sultana ke sath un ke do gane “Akhiyan lawain na” ko khas tor par shurat mili jis ke baad Inayat Hussain Bhatti ke liye filmon ke darwaze khul gaye,Positive
2856,yahan react krnay ki baat hori hai bibi 😂😂 or sbse zyada shareef react kon krta hai yeh tumhe b pta hai 😁😝,Negative
2857," Taqreer mein to is ka izhaar nahi kiya, lekin ashaar mein kafi hadf-e-malamat banaya",Positive
2858,Aaj Bhi Shehar Me Target Killing Ka Koi Waqia Pesh Nahi Aaya ALLAH Aman Ko Dawam Bakhshay Aameen ,Positive
2859,ab nahe hon  us ne bohat disappoint kiya ,Negative
2860,.ARY wale Zardari ko dekha rahe hai chutye k bache,Negative
2861,Maar dalogi kia?,Negative
2862,Reham Ko Talaq Ki Waja Jemaima Nahi Reham Ka Mazi Hy 2 Haftay Qabal Alahidgi Hoi 2018 Tak Elan Na Karnay Ka Muahida Tha Daily Mail ,Positive
2863,meiny yeh b product order kia yeh nhi aya mery pas..kiun??or paisay le liye..,Negative
2864,aunty ji imran khan ney ortey nhi nachwai uski party ne kya pti hi aygi nwaz ki to nind hogyi haram abb,Negative
2865,Great work pia Pakistan zinda bad,Positive
2866,"Mohammad Hafeez: Main kisi ki soch par pabandi nahi laga sakta magar esa bilkul nahi hai, main 2 formats ka number one all rounder aur har conditions mein acha perform karne ka ahal hun, agar aik, do teams ke khilaf record acha nahi to ye ghair mamoli baat nahi, main ne New Zealand aur England mein bari innings kheelein, South Africa mein badqismati se bara score na bana saka magar baz innings mein behtar kheel pesh kiya tha",Positive
2867,Insn b Ni Socho musalamano lagao tukay Dastar khan ,Negative
2868,Boht acha phone ha. Phone Delivery bht achi the . Just 1day ma recive ho gya. Paking b bht alwa . Baki over all is range ma y7 prime ay acha ha metallic body.,Positive
2869,Imran Ko 3rd Wkt Girny Ka Kaisa Pata Chala ,Negative
2870,Problem yeh hay k frustration ko agar istemaal karna hi hay to sahi jaga istemal karain. Protest aur strike ko kamyab karain tabhi government majboor hogi. Apas may larnay se kabhi kisi ko koi faida hua hay?,Positive
2871,Kya is se in ki asal sanaf par koi asar parha ??? Muzaffar Ali ka kehna tha ke   Qawwali mein bajne wale tamam saaz aik rang ya mizaj mein dhale hote hain  un par izafi saaz dalna zabardasti dosra libas pehnane ke mutaradif hai  ,Positive
2872,What about Shalwar geeli Khursheed Shah ,Negative
2873, Mulk ki siasat kay haliya utar charaho aur unkay aqdamat ko daykha jaye to kaha jasakta hai kay inki maqbolyat anay walay aik taweel arsay tak barqarar rahay gi,Positive
2874,Agar main sab se pehle khud apne province ke barey mein sochti hon to yeh bilkul fitri baat hai.,Positive
2875,"Currupt, nikale hue, bhage hue or lote bane politicians k saat naya pakistan nahin bun sakta, agar imran khan ko khud par or apni party mashoor par trust hai to bilkul naye faces samne layen, aap logon ko sirf galian hi deni aati hai, galian dene se or curupt politicians ka tola jama kar k naya pakistan nahin bun sakta ",Negative
2876,Qateel Shifai se in ke khusosi marasim ke bhi charche rahe,Negative
2877,"Spiritual healer, great mentor,.... No words love you",Positive
2878,Masjid aya tha namaz tou nae perhi thi naa.....,Negative
2879,Question: Mulk mein athletics ke mayar aur athletes ko hasil saholaton se mutmain hain?Razia Sheer Khan: Main ye baat khushi se nahi balke afsos se keh rahi hun ke is waqat majmoi tor par mayar gir raha hai,Negative
2880,"""Hell's kitchen, Playing by hearts aur The bone collector"" un ki lagatar kamyab filmen thein",Positive
2881,no galazaat,Positive
2882,dal cheeni garmi me uz kr skti h,Negative
2883,"app nay cancer kay marezo kay liye Asia ka  sub say bara hospital Shukat khanam Memorial Hospital  Lahore aik 
truest kay zariye qaim kiya",Positive
2884,Dhoka ha ye site plx mat Len ink products fraud ha sarasur,Negative
2885,Kise kitab me likga surah fatheha parhy tu Aag nahi lagy..koi bast nahi hame Allah par brosa ha,Positive
2886,hr ksi k pas ya hna chahye..itni achi quality..very affordable price...,Positive
2887,Allah khush aabad rakhay,Positive
2888,Kamal hai yarrrr,Positive
2889,Or agr ye jhota wada howa to pti waly khud is ki saza choice kr lena,Negative
2890,So sweet Ji aap log bahot jyada pyare lagrahe ho,Positive
2891,Hazrat ed me namaz mastoorat nay parhnay Jana sahe hay?,Positive
2892,Kutee ki bachi,Negative
2893,Touba touba ya Allah,Negative
2894,Lkn mea q,Positive
2895,Belkul. Galat,Positive
2896,jazak allahAllah apky hamare sb amal ko qabool frmae,Positive
2897,Miss shah:-)Absa say kuch haseen ni:-),Positive
2898,Aa jao gndi bachi,Negative
2899,23 August 2007 ko adalat nay Sharif khandan ki darkhast par fayslah sunatay huay unki watan wapsi par hukumty aytayrazat rad kartay huyae puray khandan ko watan wapsi ki ayjazat daydi iss say pahlay Nawaz sharif ki watan wapsi ki aik koshish nakamy say hamkinar hochuki thie bahar hal iss martabah unhain apnay maqsad mein kamyabi hasil huie aur 25 November 2007 ko woh apnay khandan kay himrah Lahore pahonch gayae,Negative
2900,Punjab University Lahore mein aap ne bartanwi tarz ke syllabus ke bajaye American syllabus raij karwaya kyun ke bartanwi syllabus mein un ke khayal ke mutabiq ye khami thi ke theory aur practical alag alag karwaye jate the lekin American tarz ke mutabiq theory aur practical aur art ki tarikh aik sath parhaye jate the jis se talba ziyadah mustafeed hote the aur un ki dilchaspi barqarar rehti thi.,Positive
2901,Dairy Farmers Ka Elaan Ghair Qanooni Hai Commissioner Karachi ,Negative
2902,Atna low qualty tha fist day hi toth giya. Cash zaya ho giye es ko lay ky. Market main es say achy mil jaty han.,Negative
2903,Ya Allah ya Allah ya Allah mayri madad ko Aa ja mayray Malik,Positive
2904,caption khass ap ky liye :'D,Positive
2905,Thank you so much ,Positive
2906,Very Bad DJ Ne Ja Video Wap ni ki Arsal ko,Negative
2907,Aby ye Larkiyoo walii hobby tujh mein kaha sy agaii drama dekhny wali.. ,Negative
2908,lekin us dauran Rashid Minhas beyhosh ho chuke the aur ghaddar Mutee-Ur-rehman 120 degree ke zawiye par tayyarey ko Bharat ki taraf urhae chala jar aha tha,Negative
2909,Allah in ka saya hamary sir par salamt rakh....,Positive
2910,"Ghor nae kia? He said dont be tharki, tag tharki ",Negative
2911,Yeh khud chahtay hain k may is umer me naye shadi karo hahahaha..,Negative
2912,Dosri janib Meera ke sectary ne in khabron ko bebunyad qarar diya hai,Negative
2913,bacho hamain b baghawat krni aati he :P,Negative
2914, Hint ne pehla game 7 9 sey jeeta magar 58 minut tek chalne wale iss game sey andaza hone laga tha ke Jahangir hathyar dalne ke mood mein nazar nahein ate 56 minut ke taweel dauranya wale pehle game mein hi 34 sala Hint ko tawaqat sey zayada jaddo jahed karna pari thi,Positive
2915,Hahahaha bc yeh kaya daikha dia hai? ,Negative
2916,Anti da wadda rolaa aaaa,Negative
2917,Namaz ka mazak na banye pliz,Negative
2918,Jeet k ye match finals m pohch jao gy???Agr haan to pocho suggestions...Idiots!!!,Positive
2919,World ki karwai 2 soldier halak ,Negative
2920,Bilquis Edhi ne shohar ka sath dete howae foundation ke kaamon mein bharpor tarike se un ka sath diya.,Positive
2921,"Is andohnaak waqey ne Saeed Anwar ko cricket he nahi, duniya ke har dilchaspi se door kar diya",Negative
2922,Mashallah iqrar bhai bht pyary lag rhy hn ap,Positive
2923,       ab ham Nadeem key nam se jantey haien to keya Nadeem ki dastan  e hayat dilchasp nahein hay?Yaqinan yeh dono kahanyan jaddo jahad aur kamyabi ki azeem misalein haien jabkey Waheed Murad ko na to studio pahochney key leyeh kabhi bason aur rekshon mein dhakkey khaney parey aur na hi mangney key leyeh directron key der peyhazri deni pari woh to soney ka chamcha  munh mein ley ker paida huey they aur apnay walid ki badaulat bees baras ki umer mein hi filmon key taqseem kar bun chukey they,Positive
2924,Allah Ne Hr Qism Ka Zulm Haram Qarar Diya Hy,Positive
2925,Mashahllah. Adil ki bohat Bari yad aa Rahi hai,Positive
2926,Shehar K Mukhtalif Elaqay Main Aik Baar Phr Teesra Bara Bijli Ka Break Down 70 Shehar Tarekhi Me Doob Gaya ,Negative
2927,Yaaaaaaaara wohi flavor wohi feeling !!! Next level :) #PakistanZindabad,Positive
2928,Aap apnay sath ko khanay main bitha kar khana khilain. Pher Rab ki rahmat dakhian,Positive
2929,hahahha teacher never mantey their mistakes tbh XD,Negative
2930,Emma Watson apni zaati zindagi apne doston aur press se alag rakhti hai,Positive
2931,Jo mujy Parcel mela hy us main sy tu buht hi low quality ky gloves nikly hyn... Phaty hoye or buht hi gatia quality ky,Negative
2932, Bacha Khan ko Foji officer ki wardi pehenne ka shuq tha,Positive
2933,Design kr k teachers ko de denge,Positive
2934,Wo apne tabnak mazi se jure rehne ke bawajod jadid dor ke taqazon se bhi khud ko humahang rakhe howe hain,Positive
2935, Ye ibteda mein un ki training ka hi natija tha ke mujhe un se bohat kuch sekhne ka moqa mila aur apni karkardagi ko behtar banane mein kamyab rahi,Positive
2936,Yaar ye couple bht dashing h yaarr,Positive
2937,Ramsha beta exams mae kuch bhi nai aya,Negative
2938,Or wo ma'am ab sb smjh agaya agli bar paper smjhne me masla nhi hoga,Negative
2939,Dil tor dia ha mara ma to kuch b nahi jis ka pasay lagy howa us ka kay ho raha ho ghay rana sb,Negative
2940,"behtreen.. jesi yeh shirts yahan dikhai gai hain mjhe bilkul wohi receive hui hain. na color mein koi difference hai na hi iske material me.. aur mjhe bohat pasand ai hain, size aur fitting b accurate thi bilkul aur inki quality se main kafi khush aur mutmaeen hoon.",Positive
2941,Iss raat clinic kay farash per ambulance kay drivers kay sath soye.,Positive
2942,main ne jis kam k liye socha tha us mn use ho k bhi kafi sheets bach gai hn really good product soon i'll order again.  Read more,Positive
2943,Wao yr mahfile lot li,Positive
2944,abba nhi manein gay,Negative
2945,China Or Taiwan K Presidents Ki 1949 K Bad Pehli Mulaqat Hum Aik Khandan K Hai Humen Taqseem Nhi Kia Ja Sakta Chinese President,Positive
2946,PM Ki Janib Se Appeal Mastarad Kerne Ki Sifarish ,Negative
2947,"Mohammad Hafeez: Main ne esa nahi socha albata Saeed Ajmal ko mujh samet tamam khilariyon ki mukamal support hasil hai, wo aik derh saal se is project par mehnat kar rahe hain aur main un ki kaamyabi ke leye duago hun, meri dili tamana aik faoundation ka qayam hai jis ke tehat ese mustahiq first class cricketers jo 100, 150 matches kheelne ke bawajod mulk ki numaindagi kar rahe hain un ki madad Karen ge, is se unhein guzar basar mein madad ile gi",Negative
2948,Esko pani daboo kar 3 minat rakha jaye khud pata chal jaye ga k mrta ha k nhi,Negative
2949,"Admin ghalat batain share na kia kro, nimaz farz hai aor is ma koi dikhwa han hi nhe",Negative
2950, Iss lazwal kahani ki ibteda Hashim Khan se hoti hai Hashim ke mutaliq kaha jata hai ke unhon ne Squash ke khail ko hi tabdeel kardia Squash se dilchapsi ka yeh alam tha ke woh garam dopher mein officers ko khelta dekhte rahte they aur jab gaind Court ke bahar jati thi to uss ka taqub kerke usey wapis court mein phenk detey they,Positive
2951,Lavay mai jal rhi thi,Negative
2952,Khotiyaaa Coca Cola pilade😂,Negative
2953,"aysa nahin hota, pehli baar kisi bara admi ka hisab hona ha hamain tankeed nahin karni cahiya hamain allah ka shukar ada karna cahiya",Positive
2954,Thank u mommy daddy 😂😂😂tu tau nawafil parh apne ami abu k liye #iykwim😆😉,Positive
2955,Iqrar bhai apki help chaye plzzzzzz help me,Negative
2956,Blkl Koi Mazakh nahi ,Negative
2957,W slam subah bakhair. Jumma Mubarak,Positive
2958,Lekin is ke liye fankaron ko sakht iqdaam uthana honge,Negative
2959,bohat munasib.,Positive
2960,Aur Gumrah K Seenay Ko Tang Kar Deta Hai ,Negative
2961,Allah kisi ko b Gurbat na dikhaay Ameen,Positive
2962,"Isy Kahty han hop hip hop <3

:* Powered By :* Abraham Tamim :*",Positive
2963,Hahha wife ha yea Agent..itni shaakie :-D end of it its funny,Positive
2964,Rang baz team me rakhy hue Hy match Jeet Jaye bari baat Hy trophy to buhat door hy,Positive
2965, Tamaam arakeen mma Jo dobara mutahid ho rahey Hain ,Positive
2966, Condoleezza Rice ko awaiyl umer mein apni “ Siyah Rangat ” ke baiys nasli imtiaz ke waqeyaat ka bhi saamna karna parha tha,Negative
2967,Received very nice qaulity in this Price itnay toh paisay tailor stitching kay laita hai Kapra Free ata hai kiya kapra bhi buhat acha hai Thanks,Positive
2968,10 Muharram Ko Saher Main Subah 6 Se Raat 8 Baje Tak Internet Service Bund Rahegi PTA Ne Notification Jari Kar Diya ,Positive
2969,khud jo itny zehreely hen ap exe mar jae gy axani xe 😊 jaiye na plz marjaiye 1 dafa,Negative
2970,Es insaan ko pori duniya ke smny aag lga deni chahiyE....Lanat h,Negative
